SubjectNum,Activity,mean
21,WALKING,1.28083333333333
21,WALKING_UPSTAIRS,1.28083333333333
21,WALKING_DOWNSTAIRS,1.28083333333333
21,SITTING,1.28083333333333
21,STANDING,1.28083333333333
21,LAYING,1.28083333333333
22,WALKING,1.28083333333333
22,WALKING_UPSTAIRS,1.28083333333333
22,WALKING_DOWNSTAIRS,1.28083333333333
22,SITTING,1.28083333333333
22,STANDING,1.28083333333333
22,LAYING,1.28083333333333
23,WALKING,1.28083333333333
23,WALKING_UPSTAIRS,1.28083333333333
23,WALKING_DOWNSTAIRS,1.28083333333333
23,SITTING,1.28083333333333
23,STANDING,1.28083333333333
23,LAYING,1.28083333333333
24,WALKING,1.28083333333333
24,WALKING_UPSTAIRS,1.28083333333333
24,WALKING_DOWNSTAIRS,1.28083333333333
24,SITTING,1.28083333333333
24,STANDING,1.28083333333333
24,LAYING,1.28083333333333
25,WALKING,1.28083333333333
25,WALKING_UPSTAIRS,1.28083333333333
25,WALKING_DOWNSTAIRS,1.28083333333333
25,SITTING,1.28083333333333
25,STANDING,1.28083333333333
25,LAYING,1.28083333333333
26,WALKING,1.28083333333333
26,WALKING_UPSTAIRS,1.28083333333333
26,WALKING_DOWNSTAIRS,1.28083333333333
26,SITTING,1.28083333333333
26,STANDING,1.28083333333333
26,LAYING,1.28083333333333
27,WALKING,1.28083333333333
27,WALKING_UPSTAIRS,1.28083333333333
27,WALKING_DOWNSTAIRS,1.28083333333333
27,SITTING,1.28083333333333
27,STANDING,1.28083333333333
27,LAYING,1.28083333333333
28,WALKING,1.28083333333333
28,WALKING_UPSTAIRS,1.28083333333333
28,WALKING_DOWNSTAIRS,1.28083333333333
28,SITTING,1.28083333333333
28,STANDING,1.28083333333333
28,LAYING,1.28083333333333
29,WALKING,1.28083333333333
29,WALKING_UPSTAIRS,1.28083333333333
29,WALKING_DOWNSTAIRS,1.28083333333333
29,SITTING,1.28083333333333
29,STANDING,1.28083333333333
29,LAYING,1.28083333333333
30,WALKING,1.28083333333333
30,WALKING_UPSTAIRS,1.28083333333333
30,WALKING_DOWNSTAIRS,1.28083333333333
30,SITTING,1.28083333333333
30,STANDING,1.28083333333333
30,LAYING,1.28083333333333
